,Ex-Showroom_Price,Displacement,Cylinders,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Gears,Seating_Capacity,Type,Boot_Space,Number_of_Airbags
0,292667,624,2,4,Petrol,1652,3164,1750,Hatchback,5,23.6,4,4,Manual,110,0
1,236447,624,2,24,Petrol,1652,3164,1750,Hatchback,5,23.6,4,4,Manual,110,0
2,296661,624,2,15,CNG,1652,3164,1750,Hatchback,4,93.25,4,4,Manual,110,0
3,334768,624,2,24,Petrol,1652,3164,1750,Hatchback,5,23.6,5,4,Automatic,94,0
4,272223,624,2,24,Petrol,1652,3164,1750,Hatchback,5,23.6,4,4,Manual,110,0
5,314815,624,2,24,Petrol,1652,3164,1750,Hatchback,5,23.6,5,4,Automatic,94,0
6,279650,799,3,28,Petrol,1541,3429,1560,Hatchback,5,21.38,5,5,Manual,222,0
7,351832,799,3,28,Petrol,1541,3429,1560,Hatchback,5,21.38,5,5,Manual,222,0
8,333419,799,3,28,Petrol,1541,3429,1560,Hatchback,5,21.38,5,5,Manual,222,0
9,362000,799,3,28,Petrol,1541,3429,1560,Hatchback,5,21.38,5,5,Manual,222,0
10,390000,999,3,28,Petrol,1541,3429,1560,Hatchback,5,93.25,5,5,Manual,222,0
11,437065,999,3,28,Petrol,1541,3429,1560,Hatchback,5,93.25,5,5,Automatic,222,0
12,353290,799,3,28,Petrol,1490,3731,1579,Hatchback,5,25.17,6,5,Manual,300,1
13,283290,799,3,28,Petrol,1490,3731,1579,Hatchback,5,25.17,5,5,Manual,300,1
14,383290,799,3,28,Petrol,1490,3731,1579,Hatchback,5,25.17,5,5,Manual,300,1
15,413290,799,3,28,Petrol,1490,3731,1580,Hatchback,5,25.17,5,5,Manual,300,1
16,433290,999,3,28,Petrol,1490,3731,1579,Hatchback,5,25.17,5,5,Manual,300,1
17,454490,999,3,28,Petrol,1490,3731,1579,Hatchback,5,25.17,5,5,Manual,300,1
18,463290,999,3,28,Petrol,1490,3731,1579,Hatchback,5,25.17,5,5,Automatic,300,1
19,484490,999,3,28,Petrol,1490,3731,1579,Hatchback,5,25.17,5,5,Automatic,300,1
20,440990,999,3,28,Petrol,1490,3731,1579,Hatchback,5,25.17,5,5,Manual,300,2
21,470990,999,3,28,Petrol,1490,3731,1579,Hatchback,5,25.17,5,5,Automatic,300,2
22,462190,999,3,28,Petrol,1490,3731,1579,Hatchback,5,25.17,5,5,Manual,300,2
23,492190,999,3,28,Petrol,1490,3731,1579,Hatchback,5,25.17,5,5,Automatic,300,2
24,352136,1196,4,40,Petrol,1800,3675,1475,MPV,5,12,5,5,Manual,400,1
25,380573,1196,4,40,Petrol,1800,3675,1475,MPV,5,12,5,7,Manual,250,1
26,392967,1196,4,40,Petrol,1800,3675,1475,MPV,5,11,5,5,Manual,400,0
27,466057,1196,4,40,CNG,1800,3675,1475,MPV,5,93.25,5,5,Manual,400,1
28,425255,1196,4,40,CNG,1800,3675,1475,MPV,5,93.25,5,5,Manual,400,1
29,377588,998,3,35,Petrol,1475,3545,1490,Hatchback,5,14,5,5,Manual,177,1
30,394036,998,3,35,Petrol,1475,3545,1490,Hatchback,5,14,5,5,Manual,177,1
31,360843,998,3,35,Petrol,1475,3545,1490,Hatchback,5,19,5,5,Manual,177,1
32,407238,998,3,35,Petrol,1460,3620,1475,Hatchback,5,14,5,5,Manual,177,1
33,439777,998,3,35,CNG,1475,3545,1490,Hatchback,5,93.25,5,5,Manual,177,1
34,438559,998,3,35,Petrol,1475,3545,1490,Hatchback,5,14,5,5,Automatic,177,1
35,374990,1198,3,35,Petrol,1507,3788,1636,Hatchback,5,93.25,5,5,Manual,265,2
36,468229,1198,3,35,Petrol,1507,3788,1636,Hatchback,5,93.25,5,5,Manual,265,2
37,502492,1198,3,35,Petrol,1507,3788,1636,Hatchback,5,20.6,5,5,Manual,265,2
38,499990,1198,3,35,Petrol,1507,3788,1636,Hatchback,5,20.6,5,5,Manual,265,2
39,469990,1198,3,35,Petrol,1507,3788,1636,Hatchback,5,20.6,5,5,Manual,265,2
40,528464,1198,3,35,Petrol,1507,3788,1636,Hatchback,5,93.25,5,5,Manual,265,2
41,553015,1198,3,35,Petrol,1507,3788,1636,Hatchback,5,20.6,5,5,Manual,265,2
42,594464,1198,3,35,Petrol,1507,3788,1636,Hatchback,5,93.25,5,5,Manual,265,2
43,618015,1198,3,35,Petrol,1507,3788,1636,Hatchback,5,20.6,5,5,Manual,265,2
44,422444,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Manual,235,2
45,480670,998,3,60,CNG,1560,3695,1600,Hatchback,5,93.25,5,5,Manual,235,2
46,429990,1086,4,35,Petrol,1560,3610,1645,Hatchback,4,93.25,5,5,Manual,389,1
47,503990,1086,4,35,Petrol,1560,3610,1645,Hatchback,4,93.25,5,5,Manual,389,1
48,547990,1086,4,35,CNG,1560,3610,1645,Hatchback,4,93.25,5,5,Manual,389,1
49,530990,1086,4,35,Petrol,1560,3610,1645,Hatchback,4,93.25,5,5,AMT,389,1
50,512990,1086,4,35,Petrol,1560,3610,1645,Hatchback,4,93.25,5,5,Manual,389,1
51,578990,1086,4,60,CNG,1560,3610,1645,Hatchback,4,93.25,5,5,Manual,389,1
52,570990,1086,4,35,Petrol,1560,3610,1645,Hatchback,4,93.25,5,5,AMT,389,1
53,556490,1086,4,35,Petrol,1560,3610,1645,Hatchback,4,93.25,5,5,Manual,389,2
54,460000,1199,3,35,Petrol,1535,3765,1677,Hatchback,5,93.25,5,5,Manual,389,2
55,520000,1199,3,35,Petrol,1535,3746,1647,Hatchback,5,23.84,5,5,Manual,242,2
56,570000,1199,3,35,Petrol,1535,3746,1647,Hatchback,5,23.84,5,5,Manual,242,2
57,599000,1199,3,35,Petrol,1535,3746,1647,Hatchback,5,23.84,5,5,Manual,242,2
58,610000,1199,3,35,Petrol,1535,3746,1647,Hatchback,5,23.84,5,5,Manual,242,2
59,620000,1199,3,35,Petrol,1535,3746,1647,Hatchback,5,23.84,5,5,AMT,240,2
60,649000,1199,3,35,Petrol,1535,3746,1647,Hatchback,5,23.84,5,5,AMT,240,2
61,660000,1199,3,35,Petrol,1535,3746,1647,Hatchback,5,23.84,5,5,AMT,240,2
62,481074,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Manual,235,2
63,475198,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Manual,235,1
64,518198,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Automatic,235,1
65,524074,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Automatic,235,2
66,499734,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Manual,235,1
67,540350,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Manual,235,2
68,542735,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Automatic,235,1
69,552350,998,3,35,Petrol,1560,3600,1600,Hatchback,5,23,5,5,Automatic,235,2
70,713898,1197,4,32,Petrol,1595,3700,1690,Hatchback,5,20.89,5,5,AMT,260,2
71,666898,1197,4,32,Petrol,1595,3700,1690,Hatchback,5,20.89,5,5,Manual,260,2
72,607841,1197,4,32,Petrol,1595,3700,1690,Hatchback,5,20.89,5,5,AMT,260,2
73,560841,1197,4,32,Petrol,1595,3700,1690,Hatchback,5,20.89,5,5,Manual,260,2
74,483320,1197,4,32,Petrol,1595,3700,1690,Hatchback,5,20.89,5,5,Manual,260,2
75,630320,1197,4,32,Petrol,1595,3700,1690,Hatchback,5,15.1,5,5,AMT,260,2
76,583320,1197,4,32,Petrol,1595,3700,1690,Hatchback,5,20.89,5,5,Manual,260,2
77,495000,999,3,40,Petrol,1643,3990,1739,MUV,5,93.25,5,7,Manual,625,2
78,559000,999,3,40,Petrol,1643,3990,1739,MUV,5,93.25,5,7,Manual,625,2
79,609000,999,3,40,Petrol,1643,3990,1739,MUV,5,93.25,5,7,Manual,625,2
80,663000,999,3,40,Petrol,1643,3990,1739,MUV,5,93.25,5,7,Manual,625,4
81,506000,1173,4,46,Petrol,1730,3970,1570,SUV,5,13,5,5,Manual,454,0
82,568623,1489,4,46,Diesel,1730,3970,1570,SUV,5,12,5,5,Manual,454,0
83,670000,1173,4,46,Petrol,1730,3970,1570,SUV,5,13,5,5,Manual,454,0
84,603000,1489,4,46,Diesel,1730,3970,1570,SUV,5,12,5,5,Manual,454,0
85,739000,1489,4,46,Diesel,1730,3970,1570,SUV,5,12,5,5,Manual,454,0
86,739000,1248,4,46,Diesel,1730,3970,1570,SUV,5,20,5,5,Manual,454,0
87,520300,1197,4,45,Petrol,1510,3884,1695,Hatchback,5,15.1,5,5,Manual,251,2
88,581000,1197,4,45,Petrol,1510,3884,1695,Hatchback,5,15.1,5,5,Manual,251,2
89,647800,1364,4,45,Diesel,1510,3884,1695,Hatchback,5,20.3,5,5,Manual,251,2
90,630000,1197,4,45,Petrol,1510,3884,1695,Hatchback,5,15.1,5,5,Manual,251,2
91,745000,1364,4,45,Diesel,1510,3884,1695,Hatchback,5,20.3,5,5,Manual,251,2
92,704000,1364,4,45,Diesel,1510,3884,1695,Hatchback,5,20.3,5,5,Manual,251,2
93,597700,1197,4,45,Petrol,1510,3884,1695,Hatchback,5,15.1,5,5,Manual,251,2
94,720700,1364,4,45,Diesel,1510,3884,1695,Hatchback,5,20.3,5,5,Manual,251,2
95,641700,1197,4,45,Petrol,1510,3884,1695,Hatchback,5,15.1,5,5,Manual,251,2
96,756700,1364,4,45,Diesel,1510,3884,1695,Hatchback,5,20.3,5,5,Manual,251,2
97,558400,1197,4,45,Petrol,1510,3884,1695,Hatchback,5,15.1,5,5,Manual,251,2
98,686000,1364,4,45,Diesel,1510,3884,1695,Hatchback,5,20.3,5,5,Manual,251,2
99,662700,1197,4,45,Petrol,1510,3884,1695,Hatchback,5,15.1,5,5,Manual,251,2
100,777700,1364,4,45,Diesel,1510,3884,1695,Hatchback,5,20.3,5,5,Manual,251,2
101,525021,1198,3,41,Petrol,1530,3801,1665,Hatchback,5,93.25,5,5,Manual,251,2
102,599950,1198,3,41,Petrol,1530,3801,1665,Hatchback,5,19.49,5,5,Manual,251,2
103,563133,1198,3,41,Petrol,1530,3801,1665,Hatchback,5,93.25,5,5,Manual,251,2
104,787980,1248,4,44,Diesel,1562,3825,1695,Hatchback,5,2295,5,5,Manual,210,2
105,661111,1248,4,44,Diesel,1562,3825,1695,Hatchback,5,2295,5,5,Manual,210,0
106,693798,1248,4,44,Diesel,1562,3825,1695,Hatchback,5,2295,5,5,Manual,210,0
107,719661,1248,4,44,Diesel,1562,3825,1695,Hatchback,5,2295,5,5,Manual,210,2
108,674960,1193,4,44,Petrol,1562,3825,1695,Hatchback,5,1757,5,5,Manual,210,2
109,529035,1193,4,44,Petrol,1562,3825,1695,Hatchback,5,1757,5,5,Manual,210,0
110,590268,1193,4,44,Petrol,1562,3825,1695,Hatchback,5,1757,5,5,Manual,210,0
111,614515,1193,4,44,Petrol,1562,3825,1695,Hatchback,5,1757,5,5,Manual,210,2
112,556130,1197,4,43,CNG + Petrol,1520,3995,1660,Sedan,4,93.25,5,5,Manual,407,0
113,536859,1197,4,43,Petrol,1520,3995,1660,Sedan,4,93.25,5,5,Manual,407,0
114,556130,1197,4,43,Petrol,1520,3995,1660,Sedan,4,93.25,5,5,Manual,407,0
115,536859,1197,4,43,CNG + Petrol,1520,3995,1660,Sedan,4,93.25,5,5,Manual,407,0
116,639616,1197,4,43,Diesel,1520,3995,1660,Sedan,4,93.25,5,5,Manual,407,2
117,620297,1197,4,43,Diesel,1520,3995,1660,Sedan,4,93.25,5,5,Manual,407,2
118,653523,1248,4,42,Diesel,1555,3995,1695,Sedan,4,14.6,5,5,Manual,320,0
119,553423,1197,4,42,Petrol,1555,3995,1695,Sedan,4,16.3,5,5,Manual,316,0
120,598940,1197,4,42,CNG,1555,3995,1695,Sedan,4,93.25,5,5,Manual,316,0
121,559693,1197,4,45,Petrol,1505,3995,1710,Hatchback,5,13.3,5,5,Manual,285,2
122,697803,1396,4,45,Diesel,1505,3985,1734,Hatchback,5,18.4,6,5,Manual,285,2
123,634950,1197,4,45,Petrol,1505,3985,1734,Hatchback,5,13.3,5,5,Manual,285,2
124,770803,1396,4,45,Diesel,1505,3985,1734,Hatchback,5,18.4,6,5,Manual,285,2
125,721693,1197,4,45,Petrol,1505,3985,1734,Hatchback,5,13.3,5,5,Manual,285,2
126,876103,1396,4,45,Diesel,1505,3985,1734,Hatchback,5,18.4,6,5,Manual,285,2
127,808993,1197,4,45,Petrol,1505,3995,1734,Hatchback,5,13.3,5,5,Manual,285,6
128,934003,1396,4,45,Diesel,1505,3985,1734,Hatchback,5,18.4,6,5,Manual,285,6
129,920993,1197,4,45,Petrol,1505,3985,1734,Hatchback,5,13.3,5,5,Automatic,285,2
130,751693,1197,4,45,Petrol,1505,3985,1734,Hatchback,5,13.3,5,5,Manual,285,2
131,831693,1197,4,45,Petrol,1505,3985,1734,Hatchback,5,13.3,5,5,Manual,285,2
132,846103,1396,4,45,Diesel,1505,3985,1734,Hatchback,5,18.4,6,5,Manual,285,2
133,579900,1197,4,37,Petrol,1520,3995,1680,Sedan,5,93.25,5,5,Manual,389,2
134,655900,1197,4,37,Petrol,1520,3995,1680,Sedan,5,93.25,5,5,Manual,389,2
135,705800,1197,4,37,Petrol,1520,3995,1680,Sedan,5,93.25,5,5,Automatic,389,2
136,729900,1197,4,37,Petrol,1520,3995,1680,Sedan,5,93.25,5,5,Manual,389,2
137,804800,1197,4,37,Petrol,1520,3995,1680,Sedan,5,93.25,5,5,Automatic,389,2
138,785900,1197,4,37,Petrol,1520,3995,1680,Sedan,5,93.25,5,5,Manual,389,2
139,728900,1197,4,37,CNG + Petrol,1520,3995,1680,Sedan,5,93.25,5,5,Manual,389,2
140,854900,998,4,37,Petrol,1520,3995,1680,Sedan,5,93.25,5,5,Manual,389,2
141,773800,1186,4,37,Diesel,1520,3995,1680,Sedan,5,93.25,5,5,Manual,389,2
142,823700,1186,4,37,Diesel,1520,3995,1680,Sedan,5,93.25,5,5,Automatic,389,2
143,922700,1186,4,37,Diesel,1520,3995,1680,Sedan,5,93.25,5,5,Automatic,389,2
144,903800,1186,4,37,Diesel,1520,3995,1680,Sedan,5,93.25,5,5,Manual,389,2
145,582000,999,3,45,Petrol,1469,3971,1682,Hatchback,5,14,5,5,Manual,280,2
146,676500,999,3,45,Petrol,1469,3971,1682,Hatchback,5,14,5,5,Manual,280,2
147,776500,999,3,45,Petrol,1469,3971,1682,Hatchback,5,14,5,5,Manual,280,2
148,734500,1498,4,45,Diesel,1469,3971,1682,Hatchback,5,19,5,5,Manual,280,2
149,851500,1498,4,45,Diesel,1469,3971,1682,Hatchback,5,19,5,5,Manual,280,2
150,931500,1498,4,45,Diesel,1469,3971,1682,Hatchback,5,19,5,5,Manual,280,2
151,976000,1197,4,45,Petrol,1469,3971,1682,Hatchback,5,17,7,5,Automatic,280,2
152,988500,1498,4,45,Diesel,1469,3971,1682,Hatchback,5,19,5,5,Manual,250,2
153,582613,1197,4,37,Petrol,1515,3995,1735,Sedan,4,16.3,5,5,Manual,378,2
154,673112,1197,4,37,Petrol,1515,3995,1735,Sedan,4,16.3,5,5,Manual,378,2
155,666622,1248,4,37,Diesel,1515,3995,1735,Sedan,4,284,5,5,Manual,378,2
156,732113,1197,4,37,Petrol,1515,3995,1735,Sedan,4,16.3,5,5,Manual,378,2
157,757622,1248,4,37,Diesel,1515,3995,1735,Sedan,4,28.4,5,5,Manual,378,2
158,720112,1197,4,37,Petrol,1515,3995,1735,Sedan,4,16.3,4,5,Automatic,378,2
159,863122,1248,4,37,Diesel,1515,3995,1735,Sedan,4,28.4,5,5,Automatic,378,2
160,816622,1248,4,37,Diesel,1515,3995,1735,Sedan,4,284,5,5,Manual,378,2
161,821613,1197,4,37,Petrol,1515,3995,1735,Sedan,4,16.3,5,5,Manual,378,2
162,779113,1197,4,37,Petrol,1515,3995,1735,Sedan,4,16.3,5,5,Automatic,378,2
163,868613,1197,4,37,Petrol,1515,3995,1735,Sedan,4,16.3,5,5,Automatic,378,2
164,906122,1248,4,37,Diesel,1515,3995,1735,Sedan,4,284,5,5,Manual,378,2
165,804622,1248,4,37,Diesel,1515,3995,1735,Sedan,4,28.4,5,5,Automatic,378,2
166,952622,1248,4,37,Diesel,1515,3995,1735,Sedan,4,28.4,5,5,Automatic,378,2
167,676400,1498,4,40,Diesel,1570,3954,1737,Crossover,5,93.25,5,5,Manual,257,2
168,790900,1498,4,40,Diesel,1570,3954,1737,Hatchback,5,93.25,5,5,Manual,257,2
169,836400,1498,4,40,Diesel,1570,3954,1737,Hatchback,5,93.25,5,5,Manual,257,6
170,591400,1194,3,42,Petrol,1570,3954,1737,Hatchback,5,93.25,5,5,Manual,257,2
171,721400,1194,3,42,Petrol,1570,3954,1737,Hatchback,5,93.25,5,5,Manual,257,2
172,756400,1194,3,42,Petrol,1570,3954,1737,Hatchback,5,93.25,5,5,Manual,257,6
173,681400,1194,3,42,Petrol,1570,3954,1737,Crossover,5,93.25,5,5,Manual,257,2
174,745900,1498,3,42,Diesel,1570,3954,1737,Crossover,5,93.25,5,5,Manual,257,2
175,711500,1498,4,45,Diesel,1483,3995,1682,Sedan,4,15.3,5,5,Manual,330,2
176,810500,1498,4,45,Diesel,1483,3995,1682,Sedan,4,15.3,5,5,Manual,330,2
177,999900,1498,4,45,Diesel,1483,3995,1682,Sedan,4,15.3,7,5,Automatic,330,2
178,925500,1498,4,45,Diesel,1483,3995,1682,Sedan,4,15.3,5,5,Manual,330,2
179,594000,999,3,45,Petrol,1483,3995,1682,Sedan,4,93.25,5,5,Manual,330,2
180,665000,999,3,45,Petrol,1483,3995,1682,Sedan,4,93.25,5,5,Manual,330,2
181,799900,999,3,45,Petrol,1483,3995,1682,Sedan,4,93.25,5,5,Manual,330,2
182,999900,1498,4,45,Diesel,1483,3995,1682,Sedan,4,15.3,7,5,Automatic,330,2
183,598500,1194,4,42,Petrol,1525,3995,1704,Sedan,4,93.25,5,5,Manual,389,2
184,697400,1194,4,42,Petrol,1525,3995,1704,Sedan,4,93.25,5,5,Manual,389,2
185,663400,1194,4,42,Petrol,1525,3995,1704,Sedan,4,93.25,5,5,Manual,389,2
186,699400,1498,4,40,Diesel,1525,3995,1704,Sedan,4,93.25,5,5,Manual,389,2
187,737400,1498,4,40,Diesel,1525,3995,1704,Sedan,4,93.25,5,5,Manual,389,2
188,777400,1498,4,40,Diesel,1525,3995,1705,Sedan,4,93.25,5,5,Manual,389,2
189,817400,1498,4,40,Diesel,1525,3995,1704,Sedan,4,93.25,5,5,Manual,389,2
190,862400,1498,4,40,Diesel,1525,3995,1704,Sedan,4,93.25,5,5,Manual,389,6
191,782400,1194,4,42,Petrol,1525,3995,1704,Sedan,4,93.25,5,5,Manual,389,6
192,737400,1194,4,42,Petrol,1525,3995,1704,Sedan,4,93.25,5,5,Manual,389,2
193,758314,1194,4,42,CNG,1525,3995,1704,Sedan,4,93.25,5,5,Manual,389,2
194,762400,1194,4,42,Petrol,1525,3995,1704,Sedan,4,93.25,5,5,Manual,389,2
195,842400,1498,4,40,Diesel,1525,3995,1704,Sedan,4,93.25,5,5,Manual,389,2
196,627100,1496,4,45,Petrol,1510,4369,1695,Sedan,4,136,5,5,Manual,592,2
197,718600,1496,4,45,Petrol,1510,4369,1695,Sedan,4,136,5,5,Manual,592,2
198,734700,1364,4,45,Diesel,1510,4369,1695,Sedan,4,20.32,5,5,Manual,592,2
199,828600,1364,4,45,Diesel,1510,4369,1695,Sedan,4,20.3,5,5,Manual,592,2
200,888400,1364,4,45,Diesel,1510,4369,1695,Sedan,4,20.32,5,5,Manual,592,2
201,778400,1496,4,45,Petrol,1510,4369,1695,Sedan,4,136,5,5,Manual,592,2
202,689600,1496,4,45,Petrol,1510,4369,1695,Sedan,4,13.6,5,5,Manual,592,2
203,799600,1364,4,45,Diesel,1510,4369,1695,Sedan,4,20.3,5,5,Manual,592,2
204,913400,1364,4,45,Diesel,1510,4369,1695,Sedan,4,20.32,5,5,Manual,592,2
205,803400,1496,4,45,Petrol,1510,4369,1695,Sedan,4,13.6,5,5,Manual,592,2
206,802000,1496,4,45,Petrol,1555,3895,1735,Hatchback,5,15,5,5,Manual,251,2
207,650000,1197,4,45,Petrol,1555,3895,1735,Hatchback,5,1678,5,5,Manual,251,2
208,797500,1364,4,45,Diesel,1555,3895,1735,Hatchback,5,18.1,5,5,Manual,251,2
209,766000,1364,4,45,Diesel,1555,3895,1735,Hatchback,5,18.1,5,5,Manual,251,2
210,668500,1197,4,45,Petrol,1555,3895,1735,Hatchback,5,16.78,5,5,Manual,251,2
211,816000,1364,4,45,Diesel,1555,3895,1735,Hatchback,5,18.1,5,5,Manual,251,2
212,657628,1461,4,50,Diesel,1540,3991,1740,Hatchback,5,18,5,5,Manual,330,0
213,685729,1461,4,50,Diesel,1540,3991,1740,Hatchback,5,18,5,5,Manual,330,0
214,750428,1461,4,50,Diesel,1540,3991,1740,Hatchback,5,18,5,5,Manual,330,1
215,677618,1248,4,45,Diesel,1542,3989,1706,Crossover,5,20,5,5,Manual,389,0
216,739074,1248,4,45,Diesel,1542,3989,1706,Crossover,5,20,5,5,Manual,389,0
217,977516,1368,4,45,Petrol,1542,3989,1706,Crossover,5,17,5,5,Manual,389,2
218,810211,1248,4,45,Diesel,1542,3989,1706,Crossover,5,20,5,5,Manual,389,2
219,721900,1197,4,37,Petrol,1540,3995,1745,Hatchback,5,93.25,5,5,Manual,339,2
220,758200,1197,4,37,Petrol,1540,3995,1745,Hatchback,5,93.25,5,5,Manual,339,2
221,829900,1197,4,37,Petrol,1540,3995,1745,Hatchback,5,93.25,5,5,CVT,339,2
222,890200,1197,4,37,Petrol,1540,3995,1745,Hatchback,5,93.25,5,5,CVT,339,2
223,697900,1197,4,37,Petrol,1540,3995,1745,Hatchback,5,93.25,5,5,Manual,339,2
224,796132,1248,4,45,Diesel,1542,3989,1706,Crossover,5,11.2,5,5,Manual,280,0
225,711801,1248,4,45,Diesel,1542,3989,1706,Crossover,5,11.2,5,5,Manual,280,0
226,876341,1248,4,45,Diesel,1542,3989,1706,Crossover,5,11.2,5,5,Manual,280,2
227,745000,1199,4,40,Petrol,1544,3955,1694,Hatchback,5,11.3,5,5,Manual,354,2
228,909000,1199,4,40,Petrol,1544,3955,1694,Hatchback,5,11.3,5,5,Automatic,354,2
229,789000,1199,4,40,Petrol,1544,3955,1694,Hatchback,5,11.3,5,5,Manual,354,2
230,865000,1199,4,40,Petrol,1544,3955,1694,Hatchback,5,11.3,5,5,Automatic,354,2
231,816500,1498,4,40,Diesel,1544,3955,1694,Hatchback,5,12,6,5,Manual,354,2
232,896500,1498,4,40,Diesel,1544,3955,1694,Hatchback,5,12,6,5,Manual,354,2
233,940500,1498,4,40,Diesel,1544,3955,1694,Hatchback,5,12,6,5,Manual,354,2
234,928000,1199,4,40,Petrol,1544,3955,1694,Hatchback,5,93.25,5,5,Automatic,354,2
235,2680000,1956,4,60,Diesel,1657,4398,1818,SUV,5,93.25,9,5,Automatic,438,6
236,2760000,1956,4,60,Diesel,1657,4398,1818,SUV,5,93.25,9,5,Automatic,389,6
237,2734834,2999,4,76,Diesel,1840,4825,1860,SUV,5,13.8,5,7,Automatic,389,2
238,2931534,2999,4,76,Diesel,1840,4825,1860,SUV,5,13.8,5,7,Automatic,389,2
239,2770150,2157,4,70,Diesel,1845,4850,1960,SUV,5,93.25,7,5,Automatic,389,2
240,3070150,2157,4,70,Diesel,1.845,4850,1960,SUV,5,93.25,7,7,Automatic,389,9
241,2814500,1968,4,71,Diesel,1672,4486,1839,SUV,5,93.25,8,5,Automatic,615,6
242,3153500,1968,4,71,Diesel,1672,4486,1839,SUV,5,93.25,5,5,Automatic,615,6
243,2827001,1997,4,57,Petrol,1679,4592,1855,SUV,5,93.25,7,5,Automatic,522,6
244,3067001,1597,4,57,Diesel,1679,4592,1855,SUV,5,93.25,9,7,Automatic,150,6
245,3277001,1597,4,57,Diesel,1689,4592,1855,SUV,5,93.25,9,7,Automatic,150,6
246,2899599,1798,4,66,Petrol,1483,4861,1864,Sedan,4,11.3,7,5,Automatic,625,8
247,3149599,1968,4,66,Diesel,1483,4861,1864,Sedan,4,15.1,6,5,Automatic,625,8
248,3021200,1968,4,50,Diesel,1416,4456,1796,Sedan,4,18,6,5,Automatic,425,9
249,3221200,1968,4,50,Diesel,1416,4456,1796,Sedan,4,18,6,5,Automatic,425,9
250,2920750,1395,4,50,Petrol,1416,4456,1796,Sedan,4,12.4,7,5,Automatic,425,9
251,3120750,1395,4,50,Petrol,1416,4456,1796,Sedan,4,12.4,7,5,Automatic,425,9
252,2988311,1595,4,50,Petrol,1557,4393,1786,MPV,5,9.5,7,5,Automatic,488,7
253,3089851,2143,4,50,Diesel,1557,4393,1786,MPV,5,11.5,7,5,Automatic,488,7
254,3198662,1595,4,50,Petrol,1557,4393,1786,MPV,5,9.5,7,5,Automatic,488,6
